CRASH_DATE	SEVERITY	CRASH_TYPE	CYCLISTS	CYCLIST_CASUALTIES	REPORTED_LOCATION	LATITUDE	LONGITUDE
18-Jun-15	Injury	Other - Vehicle to Vehicle	1	1	BENJAMIN/CAMERON/CHAN INTERSECTION	-35.24111	149.067258
14-Nov-14	Property Damage Only	Right angle collision	1	0	BENJAMIN/CHANDLER INTERSECTION	-35.237648	149.067641
6-Mar-12	Injury	Right turn into oncoming vehicle	1	1	BENJAMIN/CHANDLER INTERSECTION	-35.237648	149.067695
21-Nov-13	Property Damage Only	Right angle collision	1	0	BENJAMIN/CONDELL INTERSECTION	-35.246621	149.067749
13-May-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	BENJAMIN/SWANSON INTERSECTION	-35.239184	149.067577
1-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	BENJAMIN/SWANSON INTERSECTION	-35.239184	149.067577
8-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	BENNELONG CRESCENT (ERSKINE -> ELIZABETH)	-35.252015	149.058756
16-Mar-16	Injury	Right turn into oncoming vehicle	1	1	BENT/CONDAMINE INTERSECTION	-35.266172	149.1252
18-Apr-13	Property Damage Only	Right angle collision	1	0	BERRIGAN/DE BURGH/WATTLE (SW) INTERSECTION	-35.258897	149.13047
13-Feb-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	BERRIGAN/DE BURGH/WATTLE (SW) INTERSECTION	-35.258957	149.130525
25-Feb-15	Property Damage Only	Same direction side swipe	1	0	BINDUBI/BARDI INTERSECTION	-35.2523	149.074997
5-Oct-15	Property Damage Only	Rear end collision	1	0	BLACK MOUNTAIN DRIVE ( BLACK MOUNTAIN LOOP - TOP OF BLACK MOUNTAIN)	-35.274071	149.097267
7-Jan-15	Injury	Right turn into oncoming vehicle	1	1	BLACK MOUNTAIN DRIVE (CLUNIES ROSS -> BLACK MOUNTAIN)	-35.275955	149.096793
12-Jan-16	Property Damage Only	Right turn into oncoming vehicle	1	0	BLACKALL/NATIONAL INTERSECTION	-35.308065	149.133589
17-Oct-12	Injury	Right angle collision	1	1	BLACKMAN/LOCHBUY (SW) INTERSECTION	-35.254281	149.065105
10-Nov-15	Injury	Other - Vehicle to Vehicle	1	1	BLACKWOOD/TYERS INTERSECTION	-35.336017	149.040968
21-Jun-12	Property Damage Only	Right turn into oncoming vehicle	1	0	BLAMEY/BLAMEY PL INTERSECTION	-35.289335	149.153329
28-Apr-15	Injury	Right turn into oncoming vehicle	1	1	BLAMEY/BORELLA INTERSECTION	-35.292067	149.147739
29-Sep-16	Property Damage Only	Right angle collision	1	0	BLAMEY/SAVIGE INTERSECTION	-35.285674	149.148832
7-May-14	Injury	Right angle collision	1	1	BLAMEY/WATT INTERSECTION	-35.291556	149.150949
8-Oct-15	Property Damage Only	Right angle collision	1	0	BLAXLAND/FROME INTERSECTION	-35.324552	149.143248
4-Jun-14	Injury	Collision with parked vehicle	1	1	BOLDREWOOD STREET (RIDLEY -> FROGGATT)	-35.270813	149.117673
5-Nov-15	Injury	Right angle collision	1	1	BOLDREWOOD/DAVID/MILLER INTERSECTION	-35.26834	149.114548
14-Jun-16	Property Damage Only	Right angle collision	1	0	BOLDREWOOD/DAVID/MILLER INTERSECTION	-35.26842	149.114575
17-Feb-17	Injury	Right angle collision	1	1	BOLDREWOOD/DAVID/MILLER INTERSECTION	-35.268313	149.114609
31-May-12	Injury	Right angle collision	1	1	BOLDREWOOD/RIDLEY INTERSECTION	-35.27042	149.117016
7-May-13	Property Damage Only	Right angle collision	1	0	BOLDREWOOD/RIDLEY INTERSECTION	-35.270432	149.117005
15-Feb-12	Injury	Right turn into oncoming vehicle	1	1	BONNEY/COWPER/FOVEAUX INTERSECTION	-35.264784	149.140175
15-Aug-14	Property Damage Only	Right angle collision	1	0	BONNEY/COWPER/FOVEAUX INTERSECTION	-35.264763	149.140229
14-Apr-14	Property Damage Only	Right angle collision	1	0	BONNEY/COWPER/FOVEAUX INTERSECTION	-35.264848	149.140011
21-Feb-12	Injury	Right turn into oncoming vehicle	1	1	BONNEY/WAKEFIELD INTERSECTION	-35.261441	149.140603
3-Feb-14	Injury	Other - Vehicle to Vehicle	1	1	BONYTHON STREET (GALE -> GARDINER)	-35.24735	149.147682
17-Apr-12	Property Damage Only	Right angle collision	1	0	BONYTHON/GALE INTERSECTION	-35.247418	149.147097
26-Apr-17	Injury	Right angle collision	1	1	BONYTHON/MELBA INTERSECTION	-35.246894	149.14257
27-Feb-14	Property Damage Only	Right angle collision	1	0	BOUGAINVILLE/EMPIRE INTERSECTION	-35.317672	149.129316
19-Feb-13	Injury	Right angle collision	1	1	BOWES/LAUNCESTON INTERSECTION	-35.341284	149.085872
3-Sep-14	Injury	Right angle collision	1	1	BOWES/LAUNCESTON INTERSECTION	-35.341163	149.085766
3-May-14	Property Damage Only	Right angle collision	1	0	BOX/CHARTERISVILLE/HEIDELBERG (NE) INTERSECTION	-35.457404	149.096927
12-Jun-16	Property Damage Only	Right angle collision	1	0	BRADFIELD/MELBA INTERSECTION	-35.243239	149.143228
13-Jul-15	Property Damage Only	Right angle collision	1	0	BRAYBROOKE/GINNINDERRA INTERSECTION	-35.239897	149.103473
27-Oct-12	Injury	Right angle collision	1	1	BRAYBROOKE/MASTERMAN INTERSECTION	-35.240795	149.102716
5-Dec-14	Injury	Right angle collision	1	1	BREMER/CAPTAIN COOK INTERSECTION	-35.328402	149.136029
15-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	BRIGALOW STREET (HALL -> WATTLE)	-35.251731	149.124121
26-Apr-16	Property Damage Only	Right angle collision	1	0	BRIGALOW/SCRIVENER INTERSECTION	-35.255322	149.120875
3-Apr-17	Property Damage Only	Collision with parked vehicle	1	0	BRISBANE AVENUE (YOUNG -> MACQUARIE)	-35.309419	149.135854
24-Mar-17	Property Damage Only	Right angle collision	1	0	BRISBANE/TELOPEA INTERSECTION	-35.310364	149.140558
11-Feb-16	Property Damage Only	Same direction side swipe	1	0	BROUGHTON/MACQUARIE INTERSECTION	-35.305833	149.134946
22-Feb-13	Property Damage Only	Rear end collision	1	0	BUGDEN/STERNBERG INTERSECTION	-35.403178	149.107325
20-Jun-14	Injury	Right angle collision	1	1	BUNBURY/NAMATJIRA INTERSECTION	-35.347806	149.056976
13-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	2	0	BUNDA STREET (GENGE -> MURULLA)	-35.277626	149.131795
10-Sep-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	BUNDA STREET (MURULLA -> MORT)	-35.277557	149.131163
1-Jun-12	Property Damage Only	Right angle collision	1	0	BUNDA/MORT INTERSECTION	-35.277497	149.130744
17-Mar-14	Injury	Same direction side swipe	1	1	BUNDA/NORTHBOURNE/RUDD INTERSECTION	-35.277135	149.129453
17-Jun-13	Injury	Same direction side swipe	1	1	BUNDA/NORTHBOURNE/RUDD INTERSECTION	-35.277159	149.129672
11-Apr-12	Injury	Same direction side swipe	1	1	BUNDA/NORTHBOURNE/RUDD INTERSECTION	-35.277124	149.129354
22-May-12	Injury	Same direction side swipe	1	1	BUNDA/NORTHBOURNE/RUDD INTERSECTION	-35.277113	149.12925
3-Apr-12	Injury	Struck pedestrian (On Road)	1	1	BUNDA/NORTHBOURNE/RUDD INTERSECTION	-35.277054	149.129466
8-Feb-16	Injury	Other - Vehicle to Vehicle	1	1	BURGOYNE ST (PUDDY -> DON DUNSTAN)	-35.426957	149.072411
4-May-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	BURKE/CANBERRA INTERSECTION	-35.321926	149.145005
16-Feb-16	Injury	Right angle collision	1	1	BURKITT/OGILBY INTERSECTION	-35.238746	149.055423
30-Sep-16	Property Damage Only	Right angle collision	1	0	BURRA/LOWANNA INTERSECTION	-35.263982	149.135435
31-Aug-16	Injury	Other - Vehicle to Vehicle	1	1	BURSTON PLACE (WHEATLEY -> BURSTON)	-35.412372	149.109455
30-Jul-14	Property Damage Only	Same direction side swipe	1	0	CAMERON AVENUE (BENJAMIN/CHAN -> CHANDLER)	-35.241109	149.069208
20-Sep-13	Property Damage Only	Right angle collision	1	0	CAMERON/CHANDLER INTERSECTION	-35.241108	149.070672
9-Mar-17	Injury	Right angle collision	1	1	CAMERON/CHANDLER INTERSECTION	-35.24116	149.070537
2-Jun-16	Property Damage Only	Right angle collision	1	0	CAMPBELL/CHISHOLM INTERSECTION	-35.271558	149.146142
27-Apr-13	Injury	Right angle collision	1	1	CAMPBELL/COX INTERSECTION	-35.263497	149.143611
8-Sep-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	CANBERRA AV/TOM PRICE ST INTERSECTION	-35.340517	149.18312
26-Aug-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	CANBERRA AV/TOM PRICE ST INTERSECTION	-35.340517	149.18312
23-Aug-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	CANBERRA AVENUE (DOMINION -> EMPIRE)	-35.316158	149.131281
25-Jan-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	CANBERRA AVENUE (GILES -> EYRE/LEFROY)	-35.320236	149.138372
1-Feb-17	Injury	Same direction side swipe	1	1	CANBERRA AVENUE (GILES -> EYRE/LEFROY)	-35.320058	149.137676
4-Aug-15	Injury	Struck object  (On Road)	1	1	CANBERRA AVENUE (MILDURA -> MONANCANBWRM)	-35.329269	149.159756
23-Sep-15	Injury	Overturned (On Road)	1	1	CANBERRA/DALBY INTERSECTION	-35.325275	149.153076
6-Mar-17	Property Damage Only	Right angle collision	1	0	CANBERRA/DOMINION INTERSECTION	-35.315568	149.130548
14-Jun-13	Injury	Right angle collision	1	1	CANBERRA/EMPIRE INTERSECTION	-35.316558	149.131745
23-Jul-15	Property Damage Only	Right angle collision	1	0	CANBERRA/EMPIRE INTERSECTION	-35.316506	149.131579
26-Jun-12	Property Damage Only	Same direction side swipe	1	0	CANBERRA/EYRE/LEFROY INTERSECTION	-35.320371	149.139224
17-Oct-12	Injury	Right angle collision	1	1	CANBERRA/EYRE/LEFROY INTERSECTION	-35.320284	149.139257
4-Sep-12	Injury	Same direction side swipe	1	1	CANBERRA/HINDMARSH/NEWCASTLE INTERSECTION	-35.337602	149.176149
17-Feb-14	Injury	Right turn into oncoming vehicle	1	1	CANBERRA/MANUKA INTERSECTION	-35.317695	149.132694
11-Oct-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CANBERRA/MANUKA INTERSECTION	-35.317776	149.132669
7-Aug-15	Property Damage Only	Right angle collision	2	0	CANBERRA/MCMILLAN (SW) INTERSECTION	-35.324674	149.151735
17-May-15	Property Damage Only	Same direction side swipe	1	0	CANBERRA/STATE INTERSECTION	-35.312299	149.126367
15-Mar-16	Property Damage Only	Same direction side swipe	1	0	CANBERRA/STATE INTERSECTION	-35.312196	149.126137
10-Jan-16	Injury	Right angle collision	1	1	CANBERRA/WHYALLA INTERSECTION	-35.335417	149.171507
29-Nov-16	Injury	Other - Vehicle to Vehicle	1	1	CANBERRA/WOODS INTERSECTION	-35.344059	149.199934
25-Feb-13	Injury	Other - Vehicle to Vehicle	1	1	CANDLEBARK/GUNDAROO/NUDURR INTERSECTION	-35.195605	149.107889
29-May-16	Property Damage Only	Right angle collision	1	0	CAPE/WOOLLEY INTERSECTION	-35.251268	149.136502
14-May-12	Injury	Collision with parked vehicle	1	1	CAPITAL CIRCLE (COMMONWEALTH/COMMSPARLERM -> CANBERRA)	-35.304932	149.125419
16-Dec-14	Property Damage Only	Collision with parked vehicle	1	0	CAPTAIN COOK CRESCENT (MURRAY/STUART -> FRANKLIN)	-35.321282	149.134816
12-May-16	Property Damage Only	Same direction side swipe	1	0	CAPTAIN COOK CRESCENT (MURRAY/STUART -> FRANKLIN)	-35.321076	149.134855
8-Jul-13	Property Damage Only	Right angle collision	1	0	CAPTAIN COOK/CARNEGIE INTERSECTION	-35.334232	149.143685
5-Mar-12	Injury	Right angle collision	2	2	CAPTAIN COOK/CARNEGIE INTERSECTION	-35.334178	149.143709
8-Feb-16	Property Damage Only	Right angle collision	1	0	CAPTAIN COOK/CARNEGIE INTERSECTION	-35.334178	149.143709
15-Aug-13	Injury	Other - Vehicle to Vehicle	1	1	CAPTAIN COOK/FRANKLIN INTERSECTION	-35.320667	149.134946
23-Nov-15	Property Damage Only	Right turn into oncoming vehicle	1	0	CAPTAIN COOK/FRANKLIN INTERSECTION	-35.320479	149.134812
15-Dec-14	Injury	Right angle collision	1	1	CAPTAIN COOK/HOVELL INTERSECTION	-35.329969	149.137377
22-Aug-13	Property Damage Only	Right angle collision	1	0	CAPTAIN COOK/HOVELL INTERSECTION	-35.329823	149.137469
18-Apr-16	Property Damage Only	Same direction side swipe	1	0	CAPTAIN COOK/MURRAY/STUART INTERSECTION	-35.322431	149.134779
26-Nov-14	Property Damage Only	Right angle collision	1	0	CAPTAIN COOK/WILD INTERSECTION	-35.331893	149.139209
3-Aug-14	Injury	Right angle collision	1	1	CARLILE/COPLAND INTERSECTION	-35.218054	149.05425
17-Jun-15	Injury	Right angle collision	1	1	CARREYARRNRM/CARRUTHERS/YARRNCARRWRM INTERSECTION	-35.32633	149.086588
2-Jul-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	CARREYARRNRM/CARRUTHERS/YARRNCARRWRM INTERSECTION	-35.326274	149.086586
15-Feb-12	Injury	Other - Vehicle to Vehicle	1	1	CARRUTHERS STREET (THROSSELL -> AYERS)	-35.323795	149.076262
21-Jan-14	Property Damage Only	Right angle collision	1	0	CARRUTHERS/MCCULLOCH/STRANGWAYS INTERSECTION	-35.324247	149.082231
27-Apr-17	Injury	Right angle collision	1	1	CARSON/COYNE INTERSECTION	-35.409854	149.129216
14-Feb-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	CASTLETON/FINLAY INTERSECTION	-35.411601	149.112921
29-Oct-13	Property Damage Only	Right angle collision	1	0	CATCHPOLE/FULTON INTERSECTION	-35.247699	149.063949
22-Apr-13	Property Damage Only	Right angle collision	1	0	CHAFFEY/CORROBOREE/PATERSON INTERSECTION	-35.267147	149.142105
29-Oct-12	Property Damage Only	Same direction side swipe	1	0	CHALLIS STREET (CAPE -> ANTILL SRV.RD)	-35.249626	149.135551
12-Dec-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (CAPE -> ANTILL SRV.RD)	-35.249357	149.135594
16-Oct-13	Property Damage Only	Same direction side swipe	1	0	CHALLIS STREET (CAPE -> ANTILL SRV.RD)	-35.249397	149.135588
21-Feb-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (MORPHETT -> CAPE)	-35.251687	149.135218
15-Oct-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (MORPHETT -> CAPE)	-35.252123	149.135148
11-Apr-13	Injury	Other - Vehicle to Vehicle	1	1	CHALLIS STREET (MORPHETT -> CAPE)	-35.252374	149.135107
30-Apr-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (MORPHETT -> CAPE)	-35.251865	149.135189
4-May-16	Injury	Other - Vehicle to Vehicle	1	1	CHALLIS STREET (MORPHETT -> CAPE)	-35.25224	149.135129
11-Jul-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (MORPHETT -> CAPE)	-35.252225	149.135131
4-Nov-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHALLIS STREET (MORPHETT -> CAPE)	-35.252206	149.135134
20-Mar-17	Injury	Right angle collision	1	1	CHALLIS STREET (MORPHETT -> CAPE)	-35.252248	149.135128
3-May-17	Injury	Other - Vehicle to Vehicle	1	1	CHALLIS STREET (MORPHETT -> CAPE)	-35.25224	149.135129
15-May-15	Property Damage Only	Same direction side swipe	1	0	CHAN/LATHLAIN/WEEDON INTERSECTION	-35.241557	149.064084
28-Jan-14	Injury	Other - Vehicle to Vehicle	1	1	CHILDERS STREET (HUTTON -> ALLSOP)	-35.278085	149.124711
17-Oct-13	Injury	Other - Vehicle to Vehicle	1	1	CHILDERS STREET (RUDD -> HUTTON)	-35.277174	149.12552
30-May-17	Injury	Right turn into oncoming vehicle	1	1	CHILDERS STREET (UNIVERSITY -> CHILDERS)	-35.279893	149.123104
15-Sep-15	Property Damage Only	Rear end collision	1	0	CHILDERS/HUTTON INTERSECTION	-35.27731	149.125302
24-Oct-16	Injury	Right turn into oncoming vehicle	1	1	CHILDERS/UNIVERSITY INTERSECTION	-35.278966	149.123928
16-Jan-15	Injury	Other -  Single Vehicle (On Road)	1	1	CHIRNSIDE/CHIRNSIDE INTERSECTION	-35.384064	149.057116
2-Dec-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHISHOLM STREET (HOWE -> HAYLEY/PATERSON)	-35.272277	149.14436
26-Sep-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CHISHOLM/DONALDSON/LIMESTONE INTERSECTION	-35.273089	149.142275
12-Sep-14	Injury	Other - Vehicle to Vehicle	1	1	CHISHOLM/DONALDSON/LIMESTONE INTERSECTION	-35.27317	149.142069
20-May-15	Property Damage Only	Right angle collision	1	0	CHISHOLM/EBDEN INTERSECTION	-35.270928	149.147824
9-Aug-16	Property Damage Only	Same direction side swipe	1	0	CHISHOLM/HAYLEY/PATERSON INTERSECTION	-35.271907	149.144861
25-Oct-12	Injury	Other - Vehicle to Vehicle	1	1	CITY WALK (ALINGA/EAST/MORT -> GAREMA)	-35.278616	149.131089
31-Oct-16	Injury	Other - Vehicle to Vehicle	1	1	CLIVE STEELE AVENUE (BARRACLOUGH -> ALABASTER)	-35.415034	149.094767
29-Feb-16	Injury	Other - Vehicle to Vehicle	1	1	CLUNIES ROSS STREET (BLACK MOUNTAIN -> DICKSON)	-35.279366	149.111135
11-Mar-15	Property Damage Only	Same direction side swipe	1	0	CLUNIES ROSS STREET (DICKSON -> SOUTH)	-35.276012	149.114117
18-Mar-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	CLUNIES ROSS/DICKSON INTERSECTION	-35.27746	149.112934
15-May-13	Property Damage Only	Right angle collision	1	0	COBBY/TRELOAR INTERSECTION	-35.281088	149.151369
4-Jun-13	Property Damage Only	Right angle collision	1	0	COBBY/TRELOAR INTERSECTION	-35.281087	149.151372
26-Nov-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	COCOPARRA CRESCENT (LANABA -> MARANUNGA)	-35.206506	149.109155
13-Jan-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	COLLEGE STREET (EASTERN VALLEY -> WHELAN)	-35.242999	149.074859
30-Mar-15	Injury	Other - Vehicle to Vehicle	1	1	COLLEGE STREET (EASTERN VALLEY -> WHELAN)	-35.242936	149.075867
9-Oct-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	COLLEGE/COOINDA INTERSECTION	-35.2423	149.079767
15-Feb-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	COLLEGE/EASTERN VALLEY INTERSECTION	-35.242999	149.074036
3-Sep-14	Injury	Struck pedestrian (On Road)	1	1	COLLEGE/KIRINARI INTERSECTION	-35.242388	149.085286
18-Sep-16	Injury	Right angle collision	1	1	COLLINGS/JULIUS (SW) INTERSECTION	-35.358827	149.082437
14-May-12	Injury	Same direction side swipe	1	1	COMMNSTATERM/COMMONWEALTH INTERSECTION	-35.301345	149.12554
4-Apr-12	Injury	Other -  Single Vehicle (On Road)	1	1	COMMONWEALTH AVENUE (LONDWCOMMSRM -> COMMNLONDWRM).M.END_29052012	-35.286394	149.127956
21-Jan-17	Injury	Other - Vehicle to Vehicle	1	1	COMMONWEALTH AVENUE (QUEEN VICTORIA -> KAYE)	-35.29936	149.125861
31-Dec-13	Injury	Same direction side swipe	1	1	COMMONWEALTH/COMMNPARKWRM RAMP INTERSECTION	-35.287045	149.127851
7-Jun-17	Property Damage Only	Right angle collision	1	0	COMMONWEALTH/CORKHILL INTERSECTION	-35.288389	149.127588
1-Mar-17	Property Damage Only	Right angle collision	1	0	COMMONWEALTH/CORONATION/QUEEN VICTORIA INTERSECTION	-35.300837	149.125722
12-May-15	Injury	Same direction side swipe	1	1	COMMONWEALTH/FLYNWCOMMNRM INTERSECTION	-35.295604	149.126471
7-Feb-12	Injury	Same direction side swipe	1	1	COMMONWEALTH/PARKWCOMMSRM INTERSECTION	-35.287441	149.127787
3-Oct-12	Injury	Same direction side swipe	1	1	COMMONWEALTH/PARKWCOMMSRM INTERSECTION	-35.287457	149.127943
14-Oct-13	Injury	Other - Vehicle to Vehicle	1	1	CONDAMINE STREET (BENT -> MCCAUGHEY)	-35.266452	149.124561
26-Apr-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	CONDAMINE STREET (BENT -> MCCAUGHEY)	-35.26646	149.124541
9-Jul-16	Injury	Other -  Single Vehicle (On Road)	1	1	CONDAMINE STREET (BENT -> MCCAUGHEY)	-35.266475	149.124508
29-Mar-17	Injury	Other - Vehicle to Vehicle	1	1	CONDAMINE STREET (BENT -> MCCAUGHEY)	-35.266614	149.124191
11-Apr-16	Injury	Other - Vehicle to Vehicle	1	1	CONDAMINE STREET (HARTLEY -> BENT)	-35.265776	149.126108
21-Mar-14	Property Damage Only	Right angle collision	1	0	CONDAMINE/FORBES INTERSECTION	-35.266098	149.129883
12-Nov-12	Property Damage Only	Right angle collision	1	0	CONDAMINE/FORBES INTERSECTION	-35.266094	149.129848
16-Feb-15	Injury	Other - Vehicle to Vehicle	1	1	CONDAMINE/IPIMA/NORTHBOURNE INTERSECTION	-35.266257	149.131356
31-Mar-15	Property Damage Only	Right angle collision	1	0	CONDAMINE/MCCAUGHEY INTERSECTION	-35.266862	149.123622
25-Feb-16	Injury	Right turn into oncoming vehicle	1	1	CONDAMINE/MCCAUGHEY INTERSECTION	-35.266846	149.123573
27-Sep-13	Property Damage Only	Rear end collision	1	0	CONNAH/JOHN CLELAND INTERSECTION	-35.225943	149.055795
5-Mar-12	Injury	Same direction side swipe	1	1	CONNAH/JOHN CLELAND INTERSECTION	-35.226184	149.055861
19-Mar-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	CONSTITUTION AVENUE (ALLARA -> CORANDERRK)	-35.284609	149.133315
23-Jun-16	Injury	Rear end collision	1	1	CONSTITUTION AVENUE (BLAMEY/RUSSELL -> REG SAUNDERS)	-35.293509	149.148222
23-Feb-15	Injury	Other - Vehicle to Vehicle	1	1	CONSTITUTION/CORANDERRK INTERSECTION	-35.285718	149.135131
8-Oct-13	Property Damage Only	Rear end collision	1	0	CONSTITUTION/LONDON INTERSECTION	-35.283348	149.131226
12-May-15	Injury	Overturned (On Road)	1	1	CONSTITUTION/NORTHCOTT/SELHEIM INTERSECTION	-35.296805	149.153416
8-Feb-13	Property Damage Only	Same direction side swipe	1	0	CONSTITUTION/NORTHCOTT/SELHEIM INTERSECTION	-35.296929	149.153469
25-Jan-17	Injury	Right angle collision	1	1	CONSTITUTION/REG SAUNDERS INTERSECTION	-35.295388	149.150908
12-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	CONSTITUTION/WENDOUREE/KALMA INTERSECTION	-35.290785	149.14347
6-Jun-17	Injury	Other - Vehicle to Vehicle	1	1	COOYONG ST (AINSLIE -> AKUNA)	-35.280049	149.136039
3-Aug-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	COOYONG STREET (LONSDALE/GENGE -> TORRENS)	-35.276104	149.13272
26-Jul-12	Injury	Other - Vehicle to Vehicle	1	1	COOYONG/BOOLEE INTERSECTION	-35.281321	149.136775
25-May-15	Property Damage Only	Right angle collision	1	0	COOYONG/CORANDERRK INTERSECTION	-35.28263	149.137416
16-Jun-14	Property Damage Only	Right angle collision	1	0	COOYONG/DONALDSON INTERSECTION	-35.276381	149.133752
27-Nov-15	Injury	Other - Vehicle to Vehicle	1	1	COOYONG/DONALDSON INTERSECTION	-35.276373	149.133953
13-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	COOYONG/LONSDALE/GENGE INTERSECTION	-35.275976	149.132343
13-Feb-13	Injury	Same direction side swipe	1	1	COOYONG/LONSDALE/GENGE INTERSECTION	-35.276122	149.13232
22-Dec-14	Injury	Right turn into oncoming vehicle	1	1	COOYONG/MORT INTERSECTION	-35.275914	149.131052
7-Feb-13	Property Damage Only	Same direction side swipe	1	0	COOYONG/MORT INTERSECTION	-35.275908	149.130919
9-Jan-14	Injury	Right turn into oncoming vehicle	1	1	COOYONG/TORRENS INTERSECTION	-35.276275	149.133557
3-Apr-14	Property Damage Only	Rear end collision	1	0	COPLAND DRIVE (GINNINDERRA/JOHN CLELAND -> CARLILE)	-35.219133	149.054086
24-Sep-13	Property Damage Only	Right angle collision	1	0	COPLAND/VERBRUGGHEN INTERSECTION	-35.213735	149.059116
18-Mar-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	CORANDERRK STREET (CONSTITUTION -> AMAROO)	-35.284281	149.136407
13-Apr-12	Injury	Right turn into oncoming vehicle	1	1	CORINNA/MELROSE INTERSECTION	-35.343795	149.082629
5-Oct-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	CORLETTE CRESCENT (HEBBLEWHITE -> AHERN)	-35.414252	149.085983
11-May-12	Injury	Right turn into oncoming vehicle	1	1	CORONATION/FORSTER INTERSECTION	-35.300673	149.124009
31-Oct-16	Injury	Other - Vehicle to Vehicle	1	1	COSSINGTON SMITH CRESCENT (BALSON -> MONTFORD)	-35.241923	149.123722
3-Mar-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	COSSINGTON SMITH/ELLENBOROUGH (SW) INTERSECTION	-35.240485	149.125709
22-Feb-16	Injury	Same direction side swipe	1	1	COTTER ROAD (COTTWTUGGSRM/TUGGSCOTTERM ->YARRALUMLA WOOLSHED RD)	-35.319152	149.065903
26-Jun-14	Property Damage Only	Same direction side swipe	1	0	COTTER ROAD (DUNROSSIL -> ADELWCOTTWRM/COTTEADELERM/DUDLEY)	-35.312937	149.090025
26-Jun-12	Property Damage Only	Same direction side swipe	1	0	COTTER ROAD (KIRKPATRICK -> COTTETUGGNRM/TUGGNCOTTWRM)	-35.320486	149.062472
10-Jul-14	Property Damage Only	Same direction side swipe	1	0	COTTER ROAD (MCCULLOCH -> LADY DENMAN)	-35.313251	149.082153
9-Dec-15	Property Damage Only	Same direction side swipe	1	0	COTTER/COTTETUGGNRM/TUGGNCOTTWRM INTERSECTION	-35.32028	149.0629
21-Jan-17	Property Damage Only	Same direction side swipe	1	0	COTTER/COTTETUGGNRM/TUGGNCOTTWRM INTERSECTION	-35.320294	149.062904
23-Jun-13	Injury	Struck animal (not ridden On Road)	1	1	COTTER/EUCUMBENE INTERSECTION	-35.325438	149.026818
21-Feb-15	Injury	Right angle collision	1	1	COTTER/LADY DENMAN INTERSECTION	-35.31296	149.082822
10-May-17	Injury	Right angle collision	1	1	COTTER/MAX JACOBS INTERSECTION	-35.325979	149.042966
5-Nov-14	Property Damage Only	Right angle collision	1	0	COTTER/MCCULLOCH INTERSECTION	-35.314023	149.080521
12-Sep-12	Property Damage Only	Right angle collision	1	0	COTTER/SWALLOWTAIL INTERSECTION	-35.326114	149.030409
27-Feb-15	Injury	Right angle collision	1	1	COTTER/SWALLOWTAIL INTERSECTION	-35.326106	149.030368
27-May-15	Injury	Same direction side swipe	1	1	COULTER/GINNINDERRA INTERSECTION	-35.221551	149.062342
6-Mar-14	Injury	Right angle collision	1	1	COULTER/JOHN CLELAND INTERSECTION	-35.226172	149.060606
26-May-15	Injury	Right angle collision	1	1	COULTER/LACHLAN INTERSECTION	-35.247499	149.056151
13-May-15	Property Damage Only	Right angle collision	1	0	COULTER/LACHLAN INTERSECTION	-35.247334	149.056169
22-Feb-16	Property Damage Only	Right turn into oncoming vehicle	1	0	COULTER/LUXTON/SOUTHERN CROSS INTERSECTION	-35.236105	149.057956
